id,партийная принадлежность
1157419,нет данных
1157464,нет данных
1157521,нет данных
1157524,нет данных
1157579,нет данных
1157587,нет данных
1157700,нет данных
1157724,нет данных
1157867,нет данных
1158001,нет данных
1158017,нет данных
1158044,нет данных
1158104,нет данных
1158131,нет данных
1158136,нет данных
1158194,нет данных
1158208,нет данных
1158211,нет данных
1158215,нет данных
1158244,нет данных
1158253,нет данных
1158275,нет данных
1158282,нет данных
1158284,нет данных
1158442,нет данных
1158731,нет данных
1158732,нет данных
1158758,нет данных
1158810,нет данных
1159028,нет данных
1159102,нет данных
1159135,нет данных
1159137,нет данных
1159138,нет данных
1159139,нет данных
1159140,нет данных
1159141,нет данных
1159143,нет данных
1159144,нет данных
1159145,нет данных
1159156,нет данных
1159238,нет данных
1159277,нет данных
1159374,нет данных
1159901,нет данных
1159918,нет данных
1160247,нет данных
1160344,нет данных
1160421,нет данных
1160631,нет данных
1160716,нет данных
1160743,нет данных
1160792,нет данных
1160830,нет данных
1160866,нет данных
1161013,нет данных
1161026,нет данных
1161053,нет данных
1161258,нет данных
1161273,нет данных
1161388,нет данных
1161418,нет данных
1161429,нет данных
1161442,нет данных
1161543,нет данных
1161577,нет данных
1161631,нет данных
1161704,нет данных
